2019-01-06	0.893157	1.00537	\N	1.50681	7.0437	\N	16898	-1	MLN1	1200	34.3269	 034+0575	\N	34.4039	 034+0711	\N
2019-01-06	0.870637	0.998201	\N	1.41648	6.55993	\N	17092	-1	MLN1	1200	32.4718	 032+0830	\N	32.56	 032+0986	\N
2019-01-06	2.58084	2.78477	\N	2.02577	3.50355	\N	16898	1	MLN1	1200	1.32778	 001+0577	\N	1.40483	 001+0713	\N
2019-01-06	2.22651	2.40211	\N	1.9169	4.1739	\N	17092	1	MLN1	1200	3.17169	 003+0302	\N	3.25993	 003+0457	\N
2019-01-08	0.893157	1.00537	\N	1.50681	7.0437	\N	16898	-1	MLN1	1200	34.3269	 034+0575	\N	34.4039	 034+0711	\N
2019-01-08	0.870637	0.998201	\N	1.41648	6.55993	\N	17092	-1	MLN1	1200	32.4718	 032+0830	\N	32.56	 032+0986	\N
2019-01-08	2.71049	2.92368	\N	2.02577	3.50355	\N	16898	1	MLN1	1200	1.32778	 001+0577	\N	1.40483	 001+0713	\N
2019-01-08	2.31526	2.49719	\N	1.9169	4.1739	\N	17092	1	MLN1	1200	3.17169	 003+0302	\N	3.25993	 003+0457	\N
2019-01-10	0.893157	1.00537	\N	1.50681	7.0437	\N	16898	-1	MLN1	1200	34.3269	 034+0575	\N	34.4039	 034+0711	\N
2019-01-10	0.870637	0.998201	\N	1.41648	6.55993	\N	17092	-1	MLN1	1200	32.4718	 032+0830	\N	32.56	 032+0986	\N
2019-01-10	2.84803	3.07104	\N	2.02577	3.50355	\N	16898	1	MLN1	1200	1.32778	 001+0577	\N	1.40483	 001+0713	\N
2019-01-10	2.40401	2.59227	\N	1.9169	4.1739	\N	17092	1	MLN1	1200	3.17169	 003+0302	\N	3.25993	 003+0457	\N
2019-01-12	0.893157	1.00537	\N	1.50681	7.0437	\N	16898	-1	MLN1	1200	34.3269	 034+0575	\N	34.4039	 034+0711	\N
2019-01-12	0.870637	0.998201	\N	1.41648	6.55993	\N	17092	-1	MLN1	1200	32.4718	 032+0830	\N	32.56	 032+0986	\N
2019-01-12	2.99396	3.22737	\N	2.02577	3.50355	\N	16898	1	MLN1	1200	1.32778	 001+0577	\N	1.40483	 001+0713	\N
2019-01-12	2.49276	2.68735	\N	1.9169	4.1739	\N	17092	1	MLN1	1200	3.17169	 003+0302	\N	3.25993	 003+0457	\N
2019-01-14	0.893157	1.00537	\N	1.50681	7.0437	\N	16898	-1	MLN1	1200	34.3269	 034+0575	\N	34.4039	 034+0711	\N
2019-01-14	0.870637	0.998201	\N	1.41648	6.55993	\N	17092	-1	MLN1	1200	32.4718	 032+0830	\N	32.56	 032+0986	\N
2019-01-14	3.14877	3.39322	\N	2.02577	3.50355	\N	16898	1	MLN1	1200	1.32778	 001+0577	\N	1.40483	 001+0713	\N
2019-01-14	2.58151	2.78243	\N	1.9169	4.1739	\N	17092	1	MLN1	1200	3.17169	 003+0302	\N	3.25993	 003+0457	\N
2019-01-16	0.893157	1.00537	\N	1.50681	7.0437	\N	16898	-1	MLN1	1200	34.3269	 034+0575	\N	34.4039	 034+0711	\N
2019-01-16	0.870637	0.998201	\N	1.41648	6.55993	\N	17092	-1	MLN1	1200	32.4718	 032+0830	\N	32.56	 032+0986	\N
2019-01-16	3.313	3.56918	\N	2.02577	3.50355	\N	16898	1	MLN1	1200	1.32778	 001+0577	\N	1.40483	 001+0713	\N
2019-01-16	2.67025	2.87751	\N	1.9169	4.1739	\N	17092	1	MLN1	1200	3.17169	 003+0302	\N	3.25993	 003+0457	\N
2019-01-18	0.893157	1.00537	\N	1.50681	7.0437	\N	16898	-1	MLN1	1200	34.3269	 034+0575	\N	34.4039	 034+0711	\N
2019-01-18	0.870637	0.998201	\N	1.41648	6.55993	\N	17092	-1	MLN1	1200	32.4718	 032+0830	\N	32.56	 032+0986	\N
2019-01-18	3.48724	3.75585	\N	2.02577	3.50355	\N	16898	1	MLN1	1200	1.32778	 001+0577	\N	1.40483	 001+0713	\N
2019-01-18	2.759	2.97259	\N	1.9169	4.1739	\N	17092	1	MLN1	1200	3.17169	 003+0302	\N	3.25993	 003+0457	\N
2019-01-20	0.893157	1.00537	\N	1.50681	7.0437	\N	16898	-1	MLN1	1200	34.3269	 034+0575	\N	34.4039	 034+0711	\N
2019-01-20	0.870637	0.998201	\N	1.41648	6.55993	\N	17092	-1	MLN1	1200	32.4718	 032+0830	\N	32.56	 032+0986	\N
2019-01-20	3.67209	3.95389	\N	2.02577	3.50355	\N	16898	1	MLN1	1200	1.32778	 001+0577	\N	1.40483	 001+0713	\N
2019-01-20	2.84775	3.06767	\N	1.9169	4.1739	\N	17092	1	MLN1	1200	3.17169	 003+0302	\N	3.25993	 003+0457	\N
2019-01-22	0.893157	1.00537	\N	1.50681	7.0437	\N	16898	-1	MLN1	1200	34.3269	 034+0575	\N	34.4039	 034+0711	\N
2019-01-22	0.870637	0.998201	\N	1.41648	6.55993	\N	17092	-1	MLN1	1200	32.4718	 032+0830	\N	32.56	 032+0986	\N
2019-01-22	3.8682	4.16399	\N	2.02577	3.50355	\N	16898	1	MLN1	1200	1.32778	 001+0577	\N	1.40483	 001+0713	\N
2019-01-22	2.9365	3.16275	\N	1.9169	4.1739	\N	17092	1	MLN1	1200	3.17169	 003+0302	\N	3.25993	 003+0457	\N
